timestamp	hashtag	userCount	totalFollowers	avgFollowers	medianFollowers
2021-01-21T12:39:16.589835	savemelee	2186	1399483	640	75
2021-01-21T12:46:11.830044	savemelee	2186	1399483	640	75
2021-01-21T12:49:51.526108	savemelee	2186	1399483	640	75
2021-01-21T12:59:00.969244	savemelee	2186	1399483	640	75
